 Campaign_ID ,Campaign_Name,Start_Date,End_Date,Channel,Impressions,Clicks ,Spend,Conversions,Active,Clicks,Campaign_Tag
CMP-01524,Q4_Launch_CMP-01524,9/4/2023 0:00,9/5/2023,TikTok,83310,3839,4670.58,414,TRUE,,TI
CMP-01525,Q2_Launch_CMP-01525,11/4/2023 0:00,11/20/2023,Facebook,45813,2065,2513.6,316,0,,FA
CMP-01526,Q3_Launch_CMP-01526,4/4/2023 0:00,4/18/2023,Email,38198,1870,3089.16,262,1,,EM
CMP-01527,Q1_BlackFriday_CMP-01527,3/27/2023 0:00,4/20/2023,Google Ads,9820,109,157.27,7,1,,GO
CMP-01528,Q3_BlackFriday_CMP-01528,8/21/2023,9/5/2023,Google Ads,25070,1092,1583.29,137,Yes,,GO
CMP-01529,Q2_BlackFriday_CMP-01529,7/13/2023 0:00,8/12/2023,TikTok,70768,2835,3332.33,454,0,,TI
CMP-01530,Q3_Launch_CMP-01530,4/14/2023 0:00,4/28/2023,Facebook,12122,232,300.83,46,Yes,,FA
CMP-01531,Q4_Summer_CMP-01531,12/17/2023 0:00,12/20/2023,Tik_Tok,81559,3935,6369.1,568,Yes,,TI
CMP-01532,Q3_BlackFriday_CMP-01532,2/19/2023 0:00,3/5/2023,Facebook,74543,1187,2064.09,125,TRUE,,FA
CMP-01533,Q1_BlackFriday_CMP-01533,4/11/2023,11/13/2023,TikTok,84441,3139,4849.26,263,FALSE,,TI
CMP-01534,Q4_Summer_CMP-01534,9/30/2023 0:00,10/12/2023,Google Ads,42786,812,1531.52,146,1,42843,GO
CMP-01535,Q2_Summer_CMP-01535,9/4/2023 0:00,9/12/2023,Instagram,95934,2614,4523.49,450,1,,IN
CMP-01536,Q2_Launch_CMP-01536,10/4/2023 0:00,10/13/2023,Instagram,7737,299,401.5,25,FALSE,,IN
CMP-01537,Q1_Summer_CMP-01537,12/14/2023 0:00,12/26/2023,Instagram,37062,1205,1816.07,96,1,,IN
CMP-01538,Q3_Winter_CMP-01538,7/9/2023 0:00,8/8/2023,Email,55237,1496,"$2,826.64 ",235,FALSE,,EM
CMP-01539,Q3_BlackFriday_CMP-01539,8/8/2023 0:00,8/17/2023,TikTok,52571,1211,1730.22,117,0,,TI
CMP-01540,Q4_Launch_CMP-01540,7/15/2023 0:00,7/31/2023,Instagram,26510,1155,2006.48,110,TRUE,,IN
CMP-01541,Q1_Winter_CMP-01541,12/23/2023 0:00,12/29/2023,Facebook,20426,321,492.16,23,TRUE,,FA
CMP-01542,Q4_Winter_CMP-01542,5/11/2023 0:00,5/17/2023,Instagram,38265,1040,"$1,381.02 ",93,No,,IN
CMP-01543,Q2_Winter_CMP-01543,2/12/2023 0:00,2/20/2023,TikTok,18850,869,$749.74 ,99,TRUE,,TI
CMP-01544,Q1_Winter_CMP-01544,7/29/2023,8/26/2023,Email,67150,2943,3352.07,470,FALSE,,EM
CMP-01545,Q3_Winter_CMP-01545,1/4/2023 0:00,1/23/2023,Instagram,88312,2299,4486.76,,No,,IN
CMP-01546,Q1_BlackFriday_CMP-01546,1/4/2023 0:00,1/25/2023,Facebook,90613,3672,5458.97,364,FALSE,,FA
CMP-01547,Q2_Winter_CMP-01547,6/11/2023 0:00,6/28/2023,N/A,75910,3258,4387.2,302,Y,,XX
CMP-01548,Q3_Winter_CMP-01548,8/7/2023 0:00,8/27/2023,Facebook,53375,2431,4617.53,295,No,,FA
CMP-01549,Q1_Winter_CMP-01549,10/2/2023 0:00,10/19/2023,TikTok,36435,1157,1596.39,89,1,,TI
CMP-01550,Q2_Winter_CMP-01550,5/22/2023 0:00,6/17/2023,Facebok,97443,1771,2283.04,217,1,,FA
CMP-01551,Q4_Winter_CMP-01551,4/15/2023 0:00,4/22/2023,Google Ads,58132,1174,1924.15,182,Y,,INVALID
CMP-01552,Q3_Summer_CMP-01552,9/5/2023 0:00,10/3/2023,Facebook,79945,1745,2737.9,95,Y,,FA
CMP-01553,Q4_BlackFriday_CMP-01553,9/5/2023 0:00,9/7/2023,Facebook,83050,2803,"$2,213.64 ",144,TRUE,,FA
CMP-01554,Q4_Launch_CMP-01554,6/26/2023 0:00,7/9/2023,Email,96402,1090,1315.59,66,Y,,EM
CMP-01555,Q4_Launch_CMP-01555,3/12/2023 0:00,3/24/2023,TikTok,3983,141,170.44,18,FALSE,,TI
CMP-01556,Q3_Winter_CMP-01556,4/28/2023 0:00,4/30/2023,Google Ads,98241,2414,2576.55,430,Yes,,GO
CMP-01557,Q3_Summer_CMP-01557,3/24/2023 0:00,4/18/2023,TikTok,21662,472,$602.24 ,23,FALSE,,TI
CMP-01558,Q1_BlackFriday_CMP-01558,6/23/2023 0:00,7/1/2023,Email,24510,1107,1239.46,,No,,EM
CMP-01559,Q3_Winter_CMP-01559,12/17/2023 0:00,12/20/2023,Google Ads,79187,2248,1796.19,148,Y,,GO
CMP-01560,Q1_Summer_CMP-01560,22/11/2023,12/15/2023,Google Ads,41998,579,-647.64,102,1,,GO
CMP-01561,Q4_Winter_CMP-01561,2/16/2023 0:00,3/18/2023,Instagram,57846,2491,1515.56,304,FALSE,,IN
CMP-01562,Q2_Launch_CMP-01562,11/4/2023,4/17/2023,TikTok,95071,1131,1542.32,168,1,,TI
CMP-01563,Q2_Winter_CMP-01563,4/24/2023 0:00,4/27/2023,Facebook,7640,298,$530.58 ,37,FALSE,,FA
CMP-01564,Q4_Winter_CMP-01564,7/16/2023 0:00,8/5/2023,Google Ads,45547,1865,2961.49,226,1,,GO
CMP-01565,Q4_Launch_CMP-01565,12/2/2023 0:00,12/25/2023,Facebook,55620,1340,1394.39,234,0,,FA
CMP-01566,Q2_Winter_CMP-01566,2/11/2023,11/20/2023,TikTok,16317,701,442.06,114,FALSE,,TI
CMP-01567,Q3_Summer_CMP-01567,3/31/2023 0:00,4/2/2023,Insta_gram,8564,262,210.44,32,No,,IN
CMP-01568,Q2_BlackFriday_CMP-01568,4/14/2023 0:00,4/23/2023,Facebook,28345,808,1065.13,53,1,,FA
CMP-01569,Q2_Launch_CMP-01569,9/23/2023,9/26/2023,Google Ads,95223,1125,911.91,75,Yes,,GO
CMP-01570,Q1_Winter_CMP-01570,11/3/2023 0:00,11/20/2023,Instagram,80273,1733,2280.56,295,No,,IN
CMP-01571,Q2_Launch_CMP-01571,11/11/2023,12/11/2023,Email,75859,3583,3036.23,,TRUE,,EM
CMP-01572,Q2_BlackFriday_CMP-01572,5/3/2023 0:00,5/12/2023,TikTok,81765,2099,3722.34,,FALSE,,TI
CMP-01573,Q3_Summer_CMP-01573,2/14/2023 0:00,3/1/2023,Insta_gram,75038,2391,2620.31,363,Yes,75079,IN
CMP-01574,Q1_BlackFriday_CMP-01574,6/30/2023 0:00,7/5/2023,Gogle,53393,1670,"$1,450.10 ",,TRUE,,GO
CMP-01575,Q1_Launch_CMP-01575,4/13/2023 0:00,4/23/2023,Google Ads,67081,2255,3875.19,325,FALSE,,GO
CMP-01576,Q2_Launch_CMP-01576,2/5/2023 0:00,2/10/2023,Google Ads,30430,378,383.39,62,Yes,,GO
CMP-01577,Q3_Summer_CMP-01577,10/14/2023 0:00,11/11/2023,Instagram,76532,1874,1250.39,308,Yes,,IN
CMP-01578,Q4_Winter_CMP-01578,5/22/2023 0:00,6/5/2023,TikTok,28788,1120,1518.29,115,No,,TI
CMP-01579,Q1_BlackFriday_CMP-01579,8/21/2023 0:00,8/30/2023,Facebook,96505,1739,2386.51,158,0,,FA
CMP-01580,Q3_Summer_CMP-01580,5/14/2023 0:00,6/11/2023,TikTok,49543,898,1411.7,,Yes,,TI
CMP-01581,Q4_BlackFriday_CMP-01581,14/10/2023,11/13/2023,Facebook,14919,155,133.35,16,0,,FA
CMP-01582,Q1_Launch_CMP-01582,5/31/2023 0:00,6/6/2023,Google Ads,70346,1934,"$2,254.38 ",358,Y,,GO
CMP-01583,Q4_Winter_CMP-01583,9/20/2023 0:00,9/28/2023,Instagram,97122,4400,4063.63,265,No,,IN
CMP-01584,Q4_BlackFriday_CMP-01584,10/22/2023 0:00,11/5/2023,Email,40974,494,306.99,29,1,,EM
CMP-01585,Q2_Summer_CMP-01585,7/13/2023 0:00,7/23/2023,E-mail,17371,306,555.37,57,No,,E-
CMP-01586,Q1_BlackFriday_CMP-01586,6/23/2023 0:00,6/29/2023,TikTok,46084,1032,1644.29,151,TRUE,,TI
CMP-01587,Q2_Launch_CMP-01587,8/24/2023 0:00,9/10/2023,Google Ads,30629,1202,1144.54,,1,,GO
CMP-01588,Q4_Launch_CMP-01588,9/4/2023,4/12/2023,Email,52184,1859,2600.85,303,1,,EM
CMP-01589,Q1_Summer_CMP-01589,11/21/2023 0:00,11/29/2023,TikTok,62916,1675,1343.18,252,0,,TI
CMP-01590,Q3_BlackFriday_CMP-01590,12/26/2023 0:00,1/23/2024,TikTok,74972,3026,"$5,553.78 ",392,1,,TI
CMP-01591,Q3_BlackFriday_CMP-01591,6/30/2023,7/3/2023,TikTok,63187,2172,1460.36,140,Yes,,TI
CMP-01592,Q4_BlackFriday_CMP-01592,5/15/2023,6/4/2023,N/A,13984,641,324.19,110,0,,XX
CMP-01593,Q3_Summer_CMP-01593,12/11/2023 0:00,12/13/2023,Instagram,34039,1454,1821.88,261,1,,IN
CMP-01594,Q1_Summer_CMP-01594,10/11/2023 0:00,10/30/2023,Facebook,86431,1738,2389.21,,0,,FA
CMP-01595,Q4_Winter_CMP-01595,7/1/2023 0:00,7/22/2023,Facebook,84691,1766,2416.68,313,Y,,FA
CMP-01596,Q4_Winter_CMP-01596,4/4/2023 0:00,4/30/2023,Google Ads,59606,894,520.1,162,0,,GO
CMP-01597,Q4_BlackFriday_CMP-01597,4/8/2023 0:00,5/4/2023,Google Ads,11616,272,264.13,36,FALSE,,GO
CMP-01598,Q1_Launch_CMP-01598,5/4/2023 0:00,6/1/2023,Google Ads,51072,2552,3186.93,378,Yes,,GO
CMP-01599,Q4_Launch_CMP-01599,4/14/2023 0:00,5/12/2023,Facebook,25574,670,$552.66 ,,TRUE,,FA
CMP-01600,Q1_Summer_CMP-01600,7/2/2023 0:00,7/26/2023,Email,4430,83,150.14,7,FALSE,,EM
CMP-01601,Q1_Summer_CMP-01601,2/10/2023 0:00,2/16/2023,TikTok,13676,553,$348.76 ,87,FALSE,,TI
CMP-01602,Q1_Winter_CMP-01602,11/11/2023,11/21/2023,Google Ads,11816,374,460.42,67,FALSE,,GO
CMP-01603,Q3_Launch_CMP-01603,10/5/2023 0:00,10/23/2023,Email,33733,539,828.51,79,1,,EM
CMP-01604,Q4_Summer_CMP-01604,7/10/2023 0:00,7/26/2023,Email,86680,2186,"$1,951.28 ",277,0,,EM
CMP-01605,Q3_Launch_CMP-01605,10/22/2023 0:00,11/5/2023,Google Ads,3050,81,116.35,,0,,GO
CMP-01606,Q4_Summer_CMP-01606,9/19/2023 0:00,10/18/2023,TikTok,34933,1402,2445.2,81,No,,TI
CMP-01607,Q4_Launch_CMP-01607,10/23/2023 0:00,10/29/2023,Email,25951,280,219.94,32,1,,EM
CMP-01608,Q1_Winter_CMP-01608,8/5/2023 0:00,8/13/2023,TikTok,33413,693,1299.95,39,Yes,,TI
CMP-01609,Q2_Summer_CMP-01609,9/15/2023 0:00,9/16/2023,Instagram,35801,1099,1462.04,148,1,,IN
CMP-01610,Q3_Summer_CMP-01610,3/31/2023 0:00,4/26/2023,Google Ads,56619,1175,1114.9,126,1,,GO
CMP-01611,Q3_Launch_CMP-01611,9/23/2023 0:00,9/30/2023,Facebook,33913,1191,"$1,365.23 ",194,1,,FA
CMP-01612,Q1_Launch_CMP-01612,1/7/2023 0:00,1/27/2023,Email,41600,1217,1178.41,116,Yes,,EM
CMP-01613,Q3_BlackFriday_CMP-01613,2/21/2023 0:00,3/16/2023,Facebook,58775,1438,"$2,283.06 ",199,No,,FA
CMP-01614,Q3_BlackFriday_CMP-01614,5/13/2023 0:00,5/16/2023,Instagram,91816,4404,7462.36,575,Yes,,IN
CMP-01615,Q2_BlackFriday_CMP-01615,5/18/2023 0:00,5/21/2023,TikTok,91093,3214,5622.59,162,Y,,INVALID
CMP-01616,Q4_Summer_CMP-01616,7/7/2023 0:00,8/1/2023,N/A,36400,553,1094.19,33,No,,XX
CMP-01617,Q3_Launch_CMP-01617,8/3/2023 0:00,8/7/2023,Email,5494,178,300.27,16,Y,,INVALID
CMP-01618,Q3_Winter_CMP-01618,7/25/2023 0:00,8/3/2023,N/A,81688,3367,4720.79,613,Y,,XX
CMP-01619,Q2_BlackFriday_CMP-01619,3/9/2023 0:00,4/5/2023,Google Ads,90431,3467,3497.62,249,Y,,GO
CMP-01620,Q4_BlackFriday_CMP-01620,2/21/2023 0:00,3/19/2023,Instagram,75691,1277,1681.67,200,0,,IN
CMP-01621,Q2_Launch_CMP-01621,10/12/2023 0:00,10/18/2023,Email,98419,4812,"$2,702.43 ",943,FALSE,,EM
CMP-01622,Q1_BlackFriday_CMP-01622,3/16/2023 0:00,4/3/2023,Facebook,44001,1229,1987.59,207,FALSE,,FA
CMP-01623,Q3_Winter_CMP-01623,8/31/2023 0:00,9/4/2023,Email,68364,1118,1306.87,96,Y,,EM
CMP-01624,Q3_BlackFriday_CMP-01624,9/13/2023 0:00,10/8/2023,Google Ads,46028,792,$419.79 ,147,Y,,GO
CMP-01625,Q1_Summer_CMP-01625,11/19/2023 0:00,12/4/2023,Google Ads,98659,1374,815.83,87,TRUE,,GO
CMP-01626,Q4_BlackFriday_CMP-01626,9/7/2023 0:00,9/25/2023,TikTok,38573,1625,"$1,756.95 ",,FALSE,,TI
CMP-01627,Q4_Winter_CMP-01627,18/10/2023,11/12/2023,Instagram,1806,26,35.75,4,TRUE,,IN
CMP-01628,Q4_Winter_CMP-01628,2/20/2023,3/4/2023,Instagram,57638,864,1033.61,126,No,,IN
CMP-01629,Q3_Launch_CMP-01629,5/11/2023 0:00,6/4/2023,Facebook,30757,1353,1933.18,151,TRUE,30769,FA
CMP-01630,Q3_BlackFriday_CMP-01630,8/19/2023 0:00,8/25/2023,Google Ads,35636,847,1033.71,79,1,,GO
CMP-01631,Q4_BlackFriday_CMP-01631,7/4/2023 0:00,7/9/2023,Facebook,81097,911,1359.72,96,0,,INVALID
CMP-01632,Q2_Winter_CMP-01632,5/12/2023 0:00,5/30/2023,Email,49280,595,493.07,75,No,,EM
CMP-01633,Q3_Summer_CMP-01633,6/29/2023 0:00,7/29/2023,Instagram,25262,396,$265.03 ,38,Yes,,IN
CMP-01634,Q1_Winter_CMP-01634,4/12/2023 0:00,4/7/2023,N/A,81435,1509,2104.53,294,FALSE,,XX
CMP-01635,Q3_BlackFriday_CMP-01635,10/3/2023 0:00,10/11/2023,Google Ads,63211,2313,"$2,838.13 ",439,Y,,GO
CMP-01636,Q2_Launch_CMP-01636,7/1/2023 0:00,7/27/2023,Instagram,55842,909,491.13,164,No,,INVALID
CMP-01637,Q1_Winter_CMP-01637,8/17/2023 0:00,8/18/2023,Instagram,57979,855,915.47,96,Y,,IN
CMP-01638,Q1_Summer_CMP-01638,5/27/2023 0:00,6/7/2023,N/A,82470,3347,2206.3,514,Yes,,XX
CMP-01639,Q4_BlackFriday_CMP-01639,3/27/2023 0:00,4/24/2023,Instagram,39197,1444,1872.92,267,No,,INVALID
CMP-01640,Q2_BlackFriday_CMP-01640,8/4/2023 0:00,8/10/2023,TikTok,42844,1174,1283.96,208,FALSE,,TI
CMP-01641,Q3_Launch_CMP-01641,6/2/2023,3/3/2023,Instagram,65754,2102,2984.27,235,No,,IN
CMP-01642,Q2_Launch_CMP-01642,6/25/2023 0:00,7/4/2023,Email,35157,790,1349.64,,Y,,INVALID
CMP-01643,Q1_BlackFriday_CMP-01643,5/30/2023 0:00,6/16/2023,TikTok,78129,2289,2173.41,140,Y,,TI
CMP-01644,Q1_BlackFriday_CMP-01644,7/22/2023 0:00,8/18/2023,Google Ads,41042,1242,2413.4,169,1,,GO
CMP-01645,Q2_Launch_CMP-01645,7/5/2023 0:00,7/6/2023,TikTok,62665,1597,2081.61,233,TRUE,,TI
CMP-01646,Q1_Winter_CMP-01646,8/19/2023 0:00,9/5/2023,Google Ads,83856,3879,"$5,537.03 ",688,No,,INVALID
CMP-01647,Q2_BlackFriday_CMP-01647,1/12/2023 0:00,1/29/2023,Instagram,28376,301,457.82,28,Y,,IN
CMP-01648,Q1_Launch_CMP-01648,5/9/2023 0:00,6/7/2023,Email,56554,2334,3501.23,175,0,,EM
CMP-01649,Q2_Winter_CMP-01649,2/10/2023 0:00,2/12/2023,Instagram,15199,227,287.49,24,FALSE,,IN
CMP-01650,Q2_Winter_CMP-01650,18/02/2023,3/3/2023,Email,82412,3453,3947.28,355,0,,EM
CMP-01651,Q4_Winter_CMP-01651,8/31/2023,9/5/2023,Facebook,51948,1799,1044.63,125,Yes,,FA
CMP-01652,Q2_Summer_CMP-01652,7/23/2023 0:00,7/29/2023,Google Ads,74781,3270,1743.33,493,No,,GO
CMP-01653,Q3_Winter_CMP-01653,2/23/2023 0:00,2/25/2023,Instagram,73750,1025,1062.87,129,1,,IN
CMP-01654,Q1_Launch_CMP-01654,12/2/2023 0:00,12/18/2023,TikTok,67262,2176,2177.07,344,FALSE,,TI
CMP-01655,Q4_Launch_CMP-01655,4/28/2023 0:00,5/3/2023,Google Ads,47600,1430,1546.61,147,1,,INVALID
CMP-01656,Q2_Launch_CMP-01656,11/17/2023 0:00,12/15/2023,Instagram,77898,2979,2107.8,294,TRUE,,IN
CMP-01657,Q2_Launch_CMP-01657,29/03/2023,4/3/2023,Instagram,63483,1991,"$3,200.04 ",,Y,,IN
CMP-01658,Q4_BlackFriday_CMP-01658,12/6/2023 0:00,12/14/2023,Facebook,19297,610,1089.12,,FALSE,,FA
CMP-01659,Q3_BlackFriday_CMP-01659,9/1/2023 0:00,9/29/2023,Email,31448,854,1629.49,47,Yes,,EM
CMP-01660,Q4_BlackFriday_CMP-01660,5/20/2023 0:00,6/9/2023,N/A,27172,607,751.8,103,No,,XX
CMP-01661,Q3_Winter_CMP-01661,12/24/2023 0:00,1/20/2024,TikTok,43874,1285,1993.42,135,TRUE,,TI
CMP-01662,Q3_BlackFriday_CMP-01662,8/22/2023 0:00,9/3/2023,Instagram,8657,127,226.48,22,TRUE,,IN
CMP-01663,Q1_Winter_CMP-01663,10/16/2023 0:00,11/4/2023,Facebook,85386,4137,4664.21,704,1,,FA
CMP-01664,Q3_Winter_CMP-01664,10/1/2023 0:00,10/27/2023,TikTok,26425,1019,982.44,104,TRUE,,TI
CMP-01665,Q2_Summer_CMP-01665,10/4/2023,4/19/2023,Facebook,27685,1331,2535.67,205,FALSE,,FA
CMP-01666,Q4_BlackFriday_CMP-01666,6/7/2023 0:00,6/22/2023,Email,25578,487,620.2,36,1,,EM
CMP-01667,Q1_Winter_CMP-01667,5/6/2023,5/1/2023,Email,29831,1347,1678.2,248,TRUE,,EM
CMP-01668,Q3_Winter_CMP-01668,9/25/2023 0:00,10/10/2023,Instagram,8906,377,$289.39 ,41,No,,IN
CMP-01669,Q4_BlackFriday_CMP-01669,6/26/2023 0:00,7/2/2023,TikTok,62413,2314,1532.41,273,Yes,,TI
CMP-01670,Q1_Launch_CMP-01670,12/19/2023 0:00,1/11/2024,Facebook,55028,1926,3395.85,300,No,,FA
CMP-01671,Q4_Launch_CMP-01671,9/2/2023 0:00,9/6/2023,TikTok,8287,187,265.76,32,0,,TI
CMP-01672,Q4_Summer_CMP-01672,5/30/2023 0:00,6/22/2023,Email,34660,1478,"$1,461.35 ",126,FALSE,,EM
CMP-01673,Q2_Summer_CMP-01673,10/8/2023 0:00,10/16/2023,TikTok,76758,2307,1817,344,Yes,,TI
CMP-01674,Q4_Summer_CMP-01674,10/15/2023 0:00,10/21/2023,Facebook,61504,789,1051.93,85,Yes,,INVALID
CMP-01675,Q3_Launch_CMP-01675,11/27/2023 0:00,12/18/2023,TikTok,60720,1367,1880.83,143,1,,TI
CMP-01676,Q2_Summer_CMP-01676,15/05/2023,6/4/2023,TikTok,35701,1692,1371.35,259,Y,,TI
CMP-01677,Q3_Summer_CMP-01677,11/17/2023 0:00,12/12/2023,Facebook,84300,3711,6594.85,401,1,,FA
CMP-01678,Q3_BlackFriday_CMP-01678,11/10/2023 0:00,11/12/2023,Facebook,18674,920,576.28,93,FALSE,,FA
CMP-01679,Q1_Launch_CMP-01679,5/26/2023 0:00,5/29/2023,Email,84560,2969,3070.36,520,FALSE,,EM
CMP-01680,Q4_Winter_CMP-01680,5/18/2023 0:00,5/31/2023,Email,24874,495,752.69,32,1,,EM
CMP-01681,Q4_Winter_CMP-01681,4/4/2023 0:00,4/9/2023,Email,44642,737,671.54,111,Y,,EM
CMP-01682,Q4_BlackFriday_CMP-01682,8/22/2023 0:00,8/23/2023,Facebook,98820,1727,3007.59,150,No,,FA
CMP-01683,Q3_BlackFriday_CMP-01683,11/15/2023 0:00,11/25/2023,Instagram,66160,713,1147.79,37,1,,IN
CMP-01684,Q2_Launch_CMP-01684,19/03/2023,4/3/2023,TikTok,18602,476,801.36,35,FALSE,,TI
CMP-01685,Q2_BlackFriday_CMP-01685,1/10/2023,10/18/2023,Instagram,89801,1585,1075.68,223,Y,,IN
CMP-01686,Q1_Summer_CMP-01686,2/22/2023 0:00,3/20/2023,Facebook,26931,712,506.1,,FALSE,,FA
CMP-01687,Q3_Summer_CMP-01687,8/13/2023 0:00,8/29/2023,Email,95377,4520,4202.29,240,Y,,INVALID
CMP-01688,Q1_Summer_CMP-01688,19/03/2023,4/10/2023,Facebook,30192,821,"$1,048.51 ",45,Y,,FA
CMP-01689,Q4_Winter_CMP-01689,4/22/2023 0:00,5/17/2023,Email,47542,2145,3479.24,397,1,,EM
CMP-01690,Q2_Winter_CMP-01690,9/13/2023 0:00,9/26/2023,Email,43520,1489,2612.89,90,1,,EM
CMP-01691,Q2_Winter_CMP-01691,1/17/2023 0:00,2/4/2023,Email,65772,1307,2034.35,240,1,,EM
CMP-01692,Q1_Launch_CMP-01692,16/03/2023,4/3/2023,Email,59762,1448,2740.91,,Y,,EM
CMP-01693,Q1_BlackFriday_CMP-01693,20/07/2023,8/13/2023,Facebook,51106,682,1096.73,109,Y,,FA
CMP-01694,Q1_Summer_CMP-01694,8/29/2023 0:00,9/11/2023,Instagram,82121,1916,1838.21,184,FALSE,,IN
CMP-01695,Q4_Launch_CMP-01695,5/9/2023 0:00,6/7/2023,Facebook,26559,985,884.16,176,Yes,,FA
CMP-01696,Q4_Launch_CMP-01696,3/4/2023 0:00,3/21/2023,Email,34742,447,$690.30 ,69,1,,INVALID
CMP-01697,Q4_Winter_CMP-01697,7/17/2023 0:00,8/1/2023,Facebook,70669,1287,1015.84,141,0,,FA
CMP-01698,Q3_Winter_CMP-01698,1/18/2023 0:00,2/8/2023,Google Ads,81199,2050,1310.1,125,FALSE,,GO
CMP-01699,Q1_BlackFriday_CMP-01699,2/18/2023 0:00,3/7/2023,Instagram,22754,1121,"$1,455.43 ",179,FALSE,,IN
CMP-01700,Q3_Winter_CMP-01700,8/31/2023 0:00,9/12/2023,Instagram,4972,205,355.15,29,TRUE,,IN
CMP-01701,Q4_BlackFriday_CMP-01701,6/15/2023 0:00,7/11/2023,Google Ads,71831,2825,"$1,842.10 ",142,1,,GO
CMP-01702,Q4_Summer_CMP-01702,10/9/2023 0:00,10/29/2023,Facebook,42873,627,-1058.27,32,No,,FA
CMP-01703,Q2_BlackFriday_CMP-01703,11/23/2023 0:00,12/12/2023,Facebook,95661,3945,6774.98,675,FALSE,,FA
CMP-01704,Q4_Winter_CMP-01704,1/27/2023 0:00,2/19/2023,Google Ads,10903,451,551.76,40,TRUE,,GO
CMP-01705,Q2_BlackFriday_CMP-01705,2/27/2023 0:00,3/26/2023,Instagram,4020,136,79.69,19,0,,IN
CMP-01706,Q1_BlackFriday_CMP-01706,1/8/2023 0:00,2/1/2023,Facebook,42755,2121,1615.96,250,0,,FA
CMP-01707,Q4_Summer_CMP-01707,3/3/2023 0:00,3/16/2023,Facebook,86956,2000,3122.28,359,No,,FA
CMP-01708,Q3_Summer_CMP-01708,1/22/2023 0:00,2/16/2023,Email,87988,4192,6571.66,786,1,,EM
CMP-01709,Q1_Summer_CMP-01709,12/19/2023 0:00,12/28/2023,Google Ads,46648,2173,4014.69,433,Y,,GO
CMP-01710,Q3_Summer_CMP-01710,2/15/2023 0:00,3/4/2023,TikTok,10516,109,149.77,7,TRUE,,TI
CMP-01711,Q2_Summer_CMP-01711,12/18/2023 0:00,1/17/2024,TikTok,3396,95,-65.19,17,Y,,INVALID
CMP-01712,Q1_Summer_CMP-01712,17/11/2023,12/1/2023,Email,85082,4176,2848.54,,0,,EM
CMP-01713,Q3_Launch_CMP-01713,7/2/2023 0:00,7/8/2023,Google Ads,20129,284,449.2,39,0,,GO
CMP-01714,Q3_Summer_CMP-01714,2/24/2023 0:00,3/13/2023,Email,2591,82,63.61,10,Yes,,EM
CMP-01715,Q3_Summer_CMP-01715,10/13/2023 0:00,11/10/2023,Facebook,12303,604,599.52,31,Yes,,FA
CMP-01716,Q2_Winter_CMP-01716,8/13/2023,8/29/2023,Facebook,31561,1016,1250.51,,No,,FA
CMP-01717,Q4_Winter_CMP-01717,7/13/2023 0:00,7/18/2023,Instagram,72719,1279,687.01,78,Yes,,IN
CMP-01718,Q2_BlackFriday_CMP-01718,1/21/2023 0:00,2/16/2023,Instagram,93108,3099,2706.14,474,Yes,,IN
CMP-01719,Q1_Winter_CMP-01719,5/31/2023 0:00,6/2/2023,Email,87231,1585,500000,265,No,,EM
CMP-01720,Q3_Winter_CMP-01720,10/18/2023 0:00,10/25/2023,Email,8314,255,234.46,43,FALSE,,EM
CMP-01721,Q4_Winter_CMP-01721,8/28/2023 0:00,8/31/2023,Instagram,20623,267,188.12,18,Yes,,IN
CMP-01722,Q2_Launch_CMP-01722,10/11/2023 0:00,10/31/2023,TikTok,68675,2350,"$3,741.24 ",275,FALSE,,TI
CMP-01723,Q1_Summer_CMP-01723,8/19/2023 0:00,8/31/2023,Google Ads,97826,3000,5159.16,523,FALSE,,GO
CMP-01724,Q1_BlackFriday_CMP-01724,7/7/2023 0:00,8/3/2023,Instagram,66082,2617,2319.23,249,1,,IN
CMP-01725,Q3_Summer_CMP-01725,9/17/2023 0:00,9/27/2023,Facebook,84624,2981,4953.32,358,FALSE,,FA
CMP-01726,Q3_Winter_CMP-01726,1/10/2023 0:00,1/14/2023,TikTok,34130,1091,"$1,176.46 ",99,FALSE,,TI
CMP-01727,Q2_Summer_CMP-01727,11/14/2023 0:00,12/4/2023,Instagram,52756,1983,2498.64,237,Yes,,IN
CMP-01728,Q4_Winter_CMP-01728,12/4/2023 0:00,1/2/2024,Facebook,98624,1554,2772.34,284,FALSE,,FA
CMP-01729,Q2_BlackFriday_CMP-01729,4/8/2023 0:00,4/22/2023,Google Ads,27292,922,1498.19,109,Y,,GO
CMP-01730,Q4_Launch_CMP-01730,10/10/2023 0:00,10/23/2023,Instagram,87206,1472,2513.7,196,No,,IN
CMP-01731,Q4_Summer_CMP-01731,7/29/2023 0:00,8/11/2023,Email,70274,3304,2330.2,365,Yes,,EM
CMP-01732,Q1_BlackFriday_CMP-01732,9/25/2023,10/5/2023,Email,3469,44,26.6,5,No,,EM
CMP-01733,Q2_BlackFriday_CMP-01733,3/8/2023,8/15/2023,TikTok,54947,1495,2750.96,78,TRUE,,TI
CMP-01734,Q2_Winter_CMP-01734,2/24/2023,2/25/2023,Google Ads,23534,890,962.76,82,Yes,,GO
CMP-01735,Q4_Winter_CMP-01735,10/20/2023 0:00,10/31/2023,TikTok,64620,1830,1705.23,211,FALSE,,TI
CMP-01736,Q4_Summer_CMP-01736,9/8/2023 0:00,9/24/2023,Email,49874,682,1082.36,98,Y,,EM
